Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Dominic Vogt,RUNNING,16/09/2021,09:34:58,01:20:02,14.22,140,10.7,16.8,05:38,03:34,1133,37,80,,72,159,236,229,,,,188.0,74.0,201,55,72,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:17:14,140,13.6,04:25,81,721,,2924.90,0.0,,
,00:17:15,140,13.5,04:26,81,721,,2928.80,0.0,,
,00:17:16,142,13.5,04:27,81,721,,2932.70,0.0,,
,00:17:17,142,13.5,04:27,81,720,,2936.30,0.0,,
,00:17:18,143,13.4,04:28,81,720,,2939.80,0.0,,
,00:17:19,144,13.4,04:29,81,720,,2943.00,0.0,,
,00:17:20,145,13.3,04:32,81,720,,2946.00,0.0,,
,00:17:21,146,13.0,04:36,81,720,,2948.70,0.0,,
,00:17:22,146,12.4,04:49,81,720,,2951.80,0.0,,
,00:17:23,146,12.0,05:00,81,719,,2955.00,0.0,,
,00:17:24,146,11.9,05:03,81,719,,2958.20,0.0,,
,00:17:25,146,12.0,04:59,81,719,,2960.90,0.0,,
,00:17:26,145,12.7,04:45,81,719,,2963.90,0.0,,
,00:17:27,145,13.4,04:28,81,719,,2967.70,0.0,,
,00:17:28,145,14.3,04:12,81,719,,2972.30,0.0,,
,00:17:29,145,14.9,04:02,81,719,,2976.97,0.0,,
,00:17:30,145,15.3,03:56,80,719,,2981.64,0.0,,
,00:17:31,145,15.2,03:56,80,718,,2986.31,0.0,,
,00:17:32,145,15.0,04:00,80,718,,2990.98,0.0,,
,00:17:33,145,14.7,04:05,81,718,,2995.65,0.0,,
,00:17:34,144,14.4,04:09,81,718,,3000.20,0.0,,
,00:17:35,144,14.2,04:13,81,718,,3004.40,0.0,,
,00:17:36,143,14.1,04:16,81,718,,3008.00,0.0,,
,00:17:37,143,13.8,04:21,81,717,,3010.90,0.0,,
,00:17:38,143,13.4,04:29,81,717,,3013.80,0.0,,
,00:17:39,143,13.1,04:36,80,717,,3016.20,0.0,,
,00:17:40,143,13.0,04:38,80,717,,3019.00,0.0,,
,00:17:41,142,13.0,04:37,80,717,,3022.30,0.0,,
,00:17:42,142,13.0,04:38,80,716,,3025.70,0.0,,
,00:17:43,142,12.8,04:41,80,716,,3028.80,0.0,,
,00:17:44,141,12.6,04:46,72,716,,3031.50,0.0,,
,00:17:45,141,12.3,04:53,68,716,,3033.90,0.0,,
,00:17:46,141,12.0,05:01,66,716,,3036.70,0.0,,
,00:17:47,140,11.7,05:08,73,715,,3039.00,0.0,,
,00:17:48,140,11.5,05:14,78,715,,3042.20,0.0,,
,00:17:49,140,11.3,05:19,79,715,,3045.00,0.0,,
,00:17:50,139,11.2,05:23,79,715,,3047.30,0.0,,
,00:17:51,138,11.0,05:28,79,714,,3049.20,0.0,,
,00:17:52,138,10.9,05:32,79,714,,3051.20,0.0,,
,00:17:53,138,10.7,05:36,79,714,,3053.60,0.0,,
,00:17:54,137,10.6,05:38,79,714,,3056.20,0.0,,
,00:17:55,137,10.6,05:38,79,714,,3058.60,0.0,,
,00:17:56,137,10.7,05:36,80,713,,3061.40,0.0,,
,00:17:57,137,10.8,05:32,81,713,,3064.80,0.0,,
,00:17:58,137,11.0,05:27,81,713,,3068.10,0.0,,
,00:17:59,137,11.2,05:21,80,713,,3071.40,0.0,,
,00:18:00,137,11.4,05:17,80,713,,3075.10,0.0,,
,00:18:01,137,11.5,05:13,80,712,,3078.90,0.0,,
,00:18:02,137,11.5,05:14,80,712,,3082.70,0.0,,
,00:18:03,137,11.4,05:16,80,712,,3086.50,0.0,,
,00:18:04,137,11.1,05:24,80,712,,3089.60,0.0,,
,00:18:05,138,10.7,05:38,80,712,,3092.20,0.0,,
,00:18:06,138,6.9,08:44,80,712,,3094.00,0.0,,
,00:18:07,138,5.6,10:47,80,711,,3094.70,0.0,,
,00:18:08,138,5.6,10:45,80,711,,3095.60,0.0,,
,00:18:09,138,6.3,09:36,80,711,,3096.60,0.0,,
,00:18:10,138,7.5,07:59,80,711,,3097.70,0.0,,
,00:18:11,137,8.5,07:04,80,711,,3099.70,0.0,,
,00:18:12,137,9.4,06:24,80,710,,3101.90,0.0,,
,00:18:13,137,10.3,05:50,80,710,,3104.90,0.0,,
,00:18:14,137,10.3,05:49,80,710,,3107.90,0.0,,
,00:18:15,137,9.5,06:17,80,710,,3111.20,0.0,,
,00:18:16,136,9.1,06:37,80,710,,3113.70,0.0,,
,00:18:17,136,6.6,09:03,80,710,,3115.90,0.0,,
,00:18:18,136,6.5,09:16,80,709,,3117.70,0.0,,
,00:18:19,137,6.7,08:58,80,709,,3120.00,0.0,,
,00:18:20,137,8.8,06:49,80,709,,3121.80,0.0,,
,00:18:21,136,8.9,06:46,80,709,,3123.90,0.0,,
,00:18:22,136,9.0,06:39,80,709,,3125.70,0.0,,
,00:18:23,136,9.1,06:36,80,709,,3127.60,0.0,,
,00:18:24,136,8.8,06:48,80,709,,3129.60,0.0,,
,00:18:25,136,8.3,07:15,80,708,,3132.30,0.0,,
,00:18:26,136,8.0,07:33,80,708,,3134.70,0.0,,
,00:18:27,136,7.5,07:59,80,708,,3136.90,0.0,,
,00:18:28,136,7.3,08:15,80,708,,3138.90,0.0,,
,00:18:29,137,7.5,08:00,80,708,,3140.70,0.0,,
,00:18:30,137,9.5,06:20,80,708,,3142.70,0.0,,
,00:18:31,138,10.2,05:54,78,708,,3145.20,0.0,,
,00:18:32,138,9.9,06:03,78,708,,3148.10,0.0,,
,00:18:33,138,9.9,06:05,78,707,,3150.40,0.0,,
,00:18:34,138,9.5,06:21,79,707,,3152.90,0.0,,
,00:18:35,137,9.2,06:33,79,707,,3155.60,0.0,,
,00:18:36,137,9.0,06:41,79,707,,3158.40,0.0,,
,00:18:37,137,8.7,06:54,79,707,,3161.10,0.0,,
,00:18:38,137,8.3,07:13,79,707,,3163.90,0.0,,
,00:18:39,136,7.9,07:34,79,707,,3166.00,0.0,,
,00:18:40,136,7.7,07:49,79,707,,3167.50,0.0,,
,00:18:41,136,7.6,07:52,79,707,,3168.90,0.0,,
,00:18:42,136,7.9,07:36,78,707,,3170.90,0.0,,
,00:18:43,136,8.5,07:06,79,707,,3173.30,0.0,,
,00:18:44,136,9.3,06:29,78,707,,3175.90,0.0,,
,00:18:45,136,9.9,06:03,78,707,,3178.80,0.0,,
,00:18:46,136,10.4,05:45,77,706,,3182.10,0.0,,
,00:18:47,135,10.5,05:44,77,706,,3185.20,0.0,,
,00:18:48,135,10.5,05:43,75,706,,3188.80,0.0,,
,00:18:49,135,10.5,05:42,74,706,,3192.40,0.0,,
,00:18:50,134,10.6,05:41,77,706,,3195.50,0.0,,
,00:18:51,132,10.6,05:40,78,706,,3199.40,0.0,,
,00:18:52,131,10.7,05:37,79,706,,3203.60,0.0,,
,00:18:53,131,10.9,05:31,78,706,,3208.27,0.0,,
,00:18:54,132,11.1,05:24,78,706,,3212.94,0.0,,
,00:18:55,133,11.4,05:16,79,706,,3217.61,0.0,,
,00:18:56,133,11.7,05:07,79,706,,3222.28,0.0,,
,00:18:57,134,12.1,04:58,79,706,,3226.95,0.0,,
,00:18:58,134,12.4,04:50,79,706,,3231.62,0.0,,
,00:18:59,134,12.7,04:43,79,706,,3236.29,0.0,,
,00:19:00,135,13.0,04:37,79,706,,3240.96,0.0,,
,00:19:01,135,13.3,04:31,79,706,,3245.63,0.0,,
,00:19:02,136,13.5,04:26,79,706,,3250.29,0.0,,
,00:19:03,136,13.8,04:22,79,706,,3254.96,0.0,,
,00:19:04,138,14.0,04:18,79,706,,3259.63,0.0,,
,00:19:05,139,14.2,04:14,79,706,,3264.30,0.0,,
,00:19:06,143,14.3,04:12,79,705,,3268.97,0.0,,
,00:19:07,142,14.4,04:10,79,705,,3273.64,0.0,,
,00:19:08,142,14.5,04:08,79,705,,3278.31,0.0,,
,00:19:09,141,14.5,04:08,79,705,,3282.98,0.0,,
,00:19:10,140,14.6,04:07,78,705,,3287.65,0.0,,
,00:19:11,140,14.5,04:08,78,705,,3292.32,0.0,,
,00:19:12,140,14.5,04:08,79,705,,3296.99,0.0,,
,00:19:13,140,14.5,04:09,79,705,,3301.66,0.0,,
,00:19:14,142,14.4,04:09,79,705,,3306.33,0.0,,
,00:19:15,141,14.4,04:11,79,705,,3311.00,0.0,,
,00:19:16,140,14.3,04:12,78,704,,3314.80,0.0,,
,00:19:17,140,14.2,04:14,79,704,,3317.70,0.0,,
,00:19:18,140,14.1,04:16,79,704,,3320.10,0.0,,
,00:19:19,140,14.0,04:18,79,704,,3322.50,0.0,,
,00:19:20,140,13.8,04:21,80,704,,3325.90,0.0,,
,00:19:21,141,13.7,04:23,81,703,,3329.00,0.0,,
,00:19:22,141,13.5,04:26,80,703,,3331.80,0.0,,
,00:19:23,141,13.4,04:29,80,703,,3335.10,0.0,,
,00:19:24,142,13.3,04:31,80,703,,3337.60,0.0,,
,00:19:25,142,13.1,04:34,80,702,,3340.20,0.0,,
,00:19:26,142,12.4,04:51,80,702,,3342.90,0.0,,
,00:19:27,143,11.9,05:04,80,702,,3345.50,0.0,,
,00:19:28,143,11.3,05:18,80,702,,3348.30,0.0,,
,00:19:29,143,11.0,05:28,80,702,,3350.60,0.0,,
,00:19:30,143,10.7,05:36,80,701,,3352.50,0.0,,
,00:19:31,143,10.6,05:41,80,701,,3355.20,0.0,,
,00:19:32,143,10.3,05:48,80,701,,3357.30,0.0,,
,00:19:33,143,10.3,05:50,80,700,,3359.90,0.0,,
,00:19:34,143,10.2,05:55,80,700,,3362.50,0.0,,
,00:19:35,142,10.0,06:00,80,700,,3365.10,0.0,,
,00:19:36,142,9.9,06:05,80,700,,3367.40,0.0,,
,00:19:37,142,9.8,06:08,80,700,,3369.80,0.0,,
,00:19:38,142,9.7,06:11,80,699,,3372.00,0.0,,
,00:19:39,142,9.7,06:12,80,699,,3374.90,0.0,,
,00:19:40,142,9.7,06:12,79,699,,3377.30,0.0,,
,00:19:41,141,9.7,06:12,79,698,,3379.80,0.0,,
,00:19:42,140,9.7,06:12,79,698,,3382.40,0.0,,
,00:19:43,140,9.7,06:12,79,698,,3385.20,0.0,,
,00:19:44,140,9.7,06:13,79,698,,3387.70,0.0,,
,00:19:45,140,9.6,06:15,79,698,,3390.40,0.0,,
,00:19:46,140,9.6,06:17,78,697,,3393.00,0.0,,
,00:19:47,140,9.5,06:19,78,697,,3395.40,0.0,,
,00:19:48,140,9.5,06:21,78,697,,3397.60,0.0,,
,00:19:49,139,9.4,06:23,78,697,,3399.90,0.0,,
,00:19:50,139,9.4,06:24,78,696,,3402.40,0.0,,
,00:19:51,139,9.4,06:25,79,696,,3404.50,0.0,,
,00:19:52,138,9.3,06:26,79,696,,3406.60,0.0,,
,00:19:53,138,9.3,06:28,79,696,,3409.10,0.0,,
,00:19:54,138,9.2,06:30,79,696,,3411.50,0.0,,
,00:19:55,138,9.2,06:30,79,696,,3413.70,0.0,,
,00:19:56,137,9.2,06:31,79,696,,3416.20,0.0,,
,00:19:57,137,9.2,06:32,79,696,,3418.60,0.0,,
,00:19:58,137,9.1,06:34,79,696,,3421.30,0.0,,
,00:19:59,136,9.1,06:36,79,695,,3423.20,0.0,,
,00:20:00,136,9.1,06:38,79,695,,3425.30,0.0,,
,00:20:01,136,9.0,06:39,79,695,,3427.60,0.0,,
,00:20:02,136,9.0,06:39,79,695,,3430.00,0.0,,
,00:20:03,136,9.1,06:38,79,695,,3432.80,0.0,,
,00:20:04,136,9.1,06:37,79,695,,3435.50,0.0,,
,00:20:05,136,9.1,06:37,79,695,,3437.90,0.0,,
,00:20:06,136,9.0,06:39,79,695,,3440.30,0.0,,
,00:20:07,136,9.0,06:40,79,695,,3442.30,0.0,,
,00:20:08,136,8.9,06:44,79,695,,3444.90,0.0,,
,00:20:09,136,8.8,06:48,79,695,,3447.60,0.0,,
,00:20:10,136,8.7,06:52,79,695,,3449.20,0.0,,
,00:20:11,136,8.7,06:55,79,695,,3450.80,0.0,,
,00:20:12,136,8.6,06:58,79,694,,3452.50,0.0,,
,00:20:13,136,8.6,06:59,79,694,,3454.50,0.0,,
,00:20:14,136,8.6,06:59,79,694,,3456.70,0.0,,
,00:20:15,136,8.6,06:59,78,694,,3458.80,0.0,,
,00:20:16,136,8.6,06:58,78,694,,3461.00,0.0,,
,00:20:17,136,8.7,06:56,79,694,,3463.30,0.0,,
,00:20:18,136,8.7,06:53,79,694,,3466.00,0.0,,
,00:20:19,136,8.8,06:51,79,694,,3469.50,0.0,,
,00:20:20,136,8.8,06:48,79,694,,3472.70,0.0,,
,00:20:21,135,8.9,06:45,79,694,,3475.10,0.0,,
,00:20:22,135,8.9,06:43,79,694,,3477.90,0.0,,
,00:20:23,135,8.9,06:43,79,694,,3480.80,0.0,,
,00:20:24,135,8.9,06:43,79,694,,3483.50,0.0,,
,00:20:25,136,8.9,06:44,79,694,,3486.00,0.0,,
,00:20:26,136,8.9,06:46,79,694,,3488.10,0.0,,
,00:20:27,136,8.8,06:48,79,694,,3490.10,0.0,,
,00:20:28,136,8.8,06:49,78,694,,3491.80,0.0,,
,00:20:29,136,8.8,06:49,78,695,,3493.90,0.0,,
,00:20:30,136,8.8,06:49,78,695,,3496.50,0.0,,
,00:20:31,137,8.8,06:50,78,695,,3498.80,0.0,,
,00:20:32,137,8.7,06:52,78,695,,3500.50,0.0,,
,00:20:33,137,8.7,06:55,78,695,,3502.50,0.0,,
,00:20:34,138,8.6,07:00,78,695,,3504.50,0.0,,
,00:20:35,138,8.5,07:04,79,695,,3506.70,0.0,,
,00:20:36,138,8.4,07:07,78,695,,3508.50,0.0,,
,00:20:37,138,8.4,07:10,79,695,,3510.40,0.0,,
,00:20:38,138,8.3,07:12,79,695,,3512.40,0.0,,
,00:20:39,138,8.3,07:12,79,695,,3514.00,0.0,,
,00:20:40,138,8.3,07:12,79,696,,3515.80,0.0,,
,00:20:41,138,8.3,07:13,79,696,,3518.40,0.0,,
,00:20:42,138,8.3,07:14,78,696,,3520.80,0.0,,
,00:20:43,138,8.3,07:16,79,696,,3522.60,0.0,,
,00:20:44,138,8.2,07:21,78,696,,3524.80,0.0,,
,00:20:45,138,8.1,07:27,79,696,,3526.90,0.0,,
,00:20:46,138,8.0,07:31,79,696,,3528.70,0.0,,
,00:20:47,138,7.9,07:36,79,696,,3530.20,0.0,,
,00:20:48,138,7.8,07:40,79,696,,3531.90,0.0,,
,00:20:49,138,7.8,07:43,79,697,,3533.30,0.0,,
,00:20:50,138,7.8,07:43,79,697,,3534.90,0.0,,
,00:20:51,138,7.8,07:43,79,697,,3536.60,0.0,,
,00:20:52,138,7.8,07:43,79,697,,3539.40,0.0,,
,00:20:53,138,7.8,07:40,79,697,,3541.30,0.0,,
,00:20:54,138,7.9,07:39,79,697,,3543.50,0.0,,
,00:20:55,138,7.8,07:40,79,698,,3546.20,0.0,,
,00:20:56,137,7.8,07:40,79,698,,3548.60,0.0,,
,00:20:57,137,7.7,07:46,79,698,,3550.80,0.0,,
,00:20:58,137,7.6,07:52,79,698,,3553.10,0.0,,
,00:20:59,137,7.5,07:58,79,698,,3555.10,0.0,,
,00:21:00,137,7.5,07:58,79,698,,3557.10,0.0,,
,00:21:01,137,7.6,07:56,79,699,,3558.60,0.0,,
,00:21:02,137,7.6,07:52,79,699,,3561.10,0.0,,
,00:21:03,137,7.7,07:50,79,699,,3563.30,0.0,,
,00:21:04,138,7.7,07:48,78,699,,3565.40,0.0,,
,00:21:05,138,7.7,07:49,78,700,,3567.30,0.0,,
,00:21:06,138,7.6,07:54,78,700,,3569.60,0.0,,
,00:21:07,138,7.6,07:57,79,700,,3571.30,0.0,,
,00:21:08,138,7.5,07:59,79,700,,3573.40,0.0,,
,00:21:09,138,7.5,07:59,79,700,,3575.70,0.0,,
,00:21:10,137,7.5,08:00,79,701,,3577.60,0.0,,
,00:21:11,137,7.5,07:59,79,701,,3579.50,0.0,,
,00:21:12,137,7.5,08:01,79,701,,3581.20,0.0,,
,00:21:13,137,7.5,08:01,78,701,,3583.10,0.0,,
,00:21:14,137,7.5,08:01,78,702,,3585.10,0.0,,
,00:21:15,137,7.5,08:01,78,702,,3587.10,0.0,,
,00:21:16,136,7.5,08:01,79,702,,3589.60,0.0,,
,00:21:17,136,7.5,08:00,79,703,,3591.80,0.0,,
,00:21:18,136,7.5,08:00,79,703,,3593.50,0.0,,
,00:21:19,136,7.5,08:01,79,703,,3595.70,0.0,,
,00:21:20,136,7.5,08:01,79,703,,3597.60,0.0,,
,00:21:21,136,7.4,08:04,79,704,,3599.80,0.0,,
,00:21:22,136,7.4,08:08,78,704,,3601.80,0.0,,
,00:21:23,136,7.4,08:10,78,705,,3603.30,0.0,,
,00:21:24,136,7.3,08:12,78,705,,3604.90,0.0,,
,00:21:25,136,7.3,08:13,78,705,,3606.70,0.0,,
,00:21:26,136,7.3,08:13,79,705,,3608.70,0.0,,
,00:21:27,137,7.3,08:11,79,706,,3610.60,0.0,,
,00:21:28,137,7.3,08:10,79,706,,3612.40,0.0,,
,00:21:29,137,7.3,08:11,79,706,,3614.50,0.0,,
,00:21:30,137,7.3,08:11,79,707,,3616.40,0.0,,
,00:21:31,137,7.3,08:11,79,707,,3618.40,0.0,,
,00:21:32,137,7.4,08:08,79,707,,3620.80,0.0,,
,00:21:33,137,7.4,08:04,79,707,,3623.40,0.0,,
,00:21:34,137,7.5,07:59,79,708,,3625.90,0.0,,
,00:21:35,137,7.6,07:54,79,708,,3628.40,0.0,,
,00:21:36,137,7.6,07:51,79,708,,3630.80,0.0,,
,00:21:37,137,7.7,07:49,78,708,,3633.20,0.0,,
,00:21:38,137,7.7,07:48,78,709,,3635.60,0.0,,
,00:21:39,136,7.7,07:47,78,709,,3638.00,0.0,,
,00:21:40,136,7.7,07:47,78,709,,3640.80,0.0,,
,00:21:41,135,7.7,07:50,78,709,,3643.00,0.0,,
,00:21:42,135,7.6,07:54,79,709,,3644.60,0.0,,
,00:21:43,135,7.5,08:02,79,709,,3645.80,0.0,,
,00:21:44,135,7.4,08:10,79,710,,3646.90,0.0,,
,00:21:45,134,7.2,08:19,79,710,,3648.20,0.0,,
,00:21:46,134,7.3,08:17,79,710,,3649.40,0.0,,
,00:21:47,134,7.3,08:15,79,710,,3651.10,0.0,,
,00:21:48,134,7.4,08:06,79,710,,3653.00,0.0,,
,00:21:49,134,7.6,07:54,79,710,,3654.80,0.0,,
,00:21:50,133,7.8,07:43,78,711,,3657.00,0.0,,
,00:21:51,133,7.9,07:35,78,711,,3659.50,0.0,,
,00:21:52,133,8.0,07:29,78,711,,3662.50,0.0,,
,00:21:53,133,8.1,07:24,78,711,,3665.50,0.0,,
,00:21:54,133,8.3,07:16,79,711,,3668.30,0.0,,
,00:21:55,133,8.4,07:08,78,712,,3671.30,0.0,,
,00:21:56,133,8.5,07:03,79,712,,3674.30,0.0,,
,00:21:57,133,8.7,06:56,79,712,,3676.90,0.0,,
,00:21:58,133,8.7,06:56,79,712,,3679.20,0.0,,
,00:21:59,133,8.5,07:03,79,712,,3681.50,0.0,,
,00:22:00,133,8.5,07:06,79,713,,3683.70,0.0,,
,00:22:01,133,8.4,07:07,79,713,,3685.80,0.0,,
,00:22:02,133,8.5,07:06,79,713,,3688.30,0.0,,
,00:22:03,133,8.5,07:06,79,713,,3690.60,0.0,,
,00:22:04,132,8.5,07:05,78,714,,3692.90,0.0,,
,00:22:05,132,8.5,07:06,79,714,,3694.70,0.0,,
,00:22:06,132,8.4,07:11,78,714,,3696.60,0.0,,
,00:22:07,132,8.3,07:16,78,714,,3699.00,0.0,,
,00:22:08,132,8.2,07:22,79,715,,3700.20,0.0,,
,00:22:09,132,8.1,07:27,79,715,,3702.20,0.0,,
,00:22:10,132,8.0,07:31,79,715,,3703.70,0.0,,
,00:22:11,132,7.9,07:35,79,715,,3704.90,0.0,,
,00:22:12,132,7.8,07:40,79,716,,3706.40,0.0,,
,00:22:13,132,7.6,07:54,79,716,,3707.60,0.0,,
,00:22:14,132,7.4,08:05,79,716,,3708.90,0.0,,
,00:22:15,132,7.2,08:20,79,717,,3710.20,0.0,,
,00:22:16,133,7.1,08:29,79,717,,3711.80,0.0,,
,00:22:17,133,7.0,08:32,79,717,,3714.10,0.0,,
,00:22:18,133,7.0,08:36,78,717,,3715.90,0.0,,
,00:22:19,133,6.9,08:42,78,718,,3717.70,0.0,,
,00:22:20,133,6.8,08:51,78,718,,3719.50,0.0,,
,00:22:21,134,6.7,08:58,78,718,,3720.80,0.0,,
,00:22:22,134,6.6,09:05,79,719,,3722.40,0.0,,
,00:22:23,134,6.5,09:10,78,719,,3724.40,0.0,,
,00:22:24,134,6.6,09:09,79,719,,3725.70,0.0,,
,00:22:25,134,6.6,09:03,79,719,,3727.50,0.0,,
,00:22:26,135,6.7,08:56,79,720,,3729.80,0.0,,
,00:22:27,135,7.0,08:31,79,720,,3732.10,0.0,,
,00:22:28,135,8.2,07:17,79,720,,3734.90,0.0,,
,00:22:29,135,8.6,07:00,78,721,,3737.90,0.0,,
,00:22:30,136,8.6,06:59,79,721,,3740.90,0.0,,
,00:22:31,137,8.3,07:12,79,721,,3743.50,0.0,,
,00:22:32,137,8.1,07:23,79,721,,3745.90,0.0,,
,00:22:33,137,7.9,07:36,79,722,,3748.60,0.0,,
,00:22:34,138,7.8,07:39,79,722,,3751.00,0.0,,
,00:22:35,138,7.9,07:33,79,722,,3752.90,0.0,,
,00:22:36,139,8.2,07:17,79,722,,3754.90,0.0,,
,00:22:37,139,8.4,07:07,79,723,,3756.80,0.0,,
,00:22:38,139,8.7,06:55,79,723,,3759.30,0.0,,
,00:22:39,139,9.1,06:36,79,723,,3761.70,0.0,,
,00:22:40,140,9.5,06:18,79,723,,3764.70,0.0,,
,00:22:41,140,9.7,06:12,79,723,,3768.00,0.0,,
,00:22:42,140,9.7,06:11,79,724,,3771.10,0.0,,
,00:22:43,140,9.7,06:12,79,724,,3773.70,0.0,,
,00:22:44,141,9.6,06:17,79,724,,3776.50,0.0,,
,00:22:45,141,9.3,06:29,78,724,,3779.30,0.0,,
,00:22:46,141,9.0,06:42,78,724,,3782.00,0.0,,
,00:22:47,141,8.8,06:49,78,725,,3784.00,0.0,,
,00:22:48,141,8.9,06:45,78,725,,3786.00,0.0,,
,00:22:49,141,9.0,06:39,78,725,,3788.40,0.0,,
,00:22:50,141,9.1,06:36,79,725,,3791.20,0.0,,
,00:22:51,141,9.1,06:36,79,725,,3793.70,0.0,,
,00:22:52,141,9.1,06:36,79,725,,3795.80,0.0,,
,00:22:53,141,9.0,06:40,79,725,,3797.90,0.0,,
,00:22:54,141,8.9,06:44,79,726,,3800.40,0.0,,
,00:22:55,141,9.0,06:41,79,726,,3803.00,0.0,,
,00:22:56,142,9.2,06:30,79,726,,3806.00,0.0,,
,00:22:57,143,9.4,06:25,79,726,,3809.10,0.0,,
,00:22:58,143,9.5,06:20,79,726,,3812.10,0.0,,
,00:22:59,143,9.5,06:19,79,726,,3814.30,0.0,,
,00:23:00,143,9.6,06:15,79,727,,3817.00,0.0,,
,00:23:01,142,9.9,06:05,79,727,,3820.30,0.0,,
,00:23:02,141,10.1,05:55,78,727,,3824.20,0.0,,
,00:23:03,141,10.3,05:48,78,727,,3827.90,0.0,,
,00:23:04,140,10.4,05:45,78,727,,3831.10,0.0,,
,00:23:05,140,10.5,05:44,78,728,,3834.10,0.0,,
,00:23:06,139,10.4,05:46,79,728,,3836.80,0.0,,
,00:23:07,138,10.3,05:49,79,728,,3839.60,0.0,,
,00:23:08,138,10.2,05:52,79,728,,3842.60,0.0,,
,00:23:09,138,10.2,05:54,79,728,,3845.40,0.0,,
,00:23:10,138,10.1,05:56,79,728,,3848.10,0.0,,
,00:23:11,137,10.1,05:57,79,729,,3850.20,0.0,,
,00:23:12,137,10.1,05:58,79,729,,3852.10,0.0,,
,00:23:13,137,10.0,05:59,79,729,,3854.70,0.0,,
,00:23:14,137,10.0,06:01,79,729,,3857.40,0.0,,
,00:23:15,137,10.1,05:58,79,730,,3860.10,0.0,,
,00:23:16,137,10.1,05:58,79,730,,3862.80,0.0,,
,00:23:17,137,10.0,06:01,79,730,,3865.70,0.0,,
,00:23:18,137,9.9,06:05,79,730,,3868.40,0.0,,
,00:23:19,135,9.7,06:11,79,730,,3870.60,0.0,,
,00:23:20,135,9.5,06:20,78,730,,3873.00,0.0,,
,00:23:21,135,9.3,06:28,79,730,,3875.00,0.0,,
,00:23:22,135,9.2,06:31,78,731,,3876.90,0.0,,
,00:23:23,135,9.3,06:26,80,731,,3879.30,0.0,,
,00:23:24,135,9.8,06:06,81,731,,3882.00,0.0,,
,00:23:25,135,9.9,06:04,81,731,,3884.70,0.0,,
,00:23:26,135,10.2,05:54,81,731,,3886.60,0.0,,
,00:23:27,135,10.7,05:36,80,731,,3889.30,0.0,,
,00:23:28,135,11.2,05:23,81,732,,3893.20,0.0,,
,00:23:29,135,11.6,05:11,80,732,,3897.20,0.0,,
,00:23:30,135,11.7,05:07,81,732,,3901.00,0.0,,
,00:23:31,135,11.4,05:16,97,732,,3904.40,0.0,,
,00:23:32,135,7.6,07:54,97,732,,3907.40,0.0,,
,00:23:33,135,4.6,13:11,97,732,,3908.90,0.0,,
,00:23:34,135,3.0,20:00,107,733,,3909.70,0.0,,
,00:23:35,135,2.7,22:28,107,733,,3910.40,0.0,,
,00:23:36,137,2.9,20:46,107,733,,3911.20,0.0,,
,00:23:37,138,3.0,20:00,107,733,,3911.60,0.0,,
,00:23:38,138,4.2,14:19,102,733,,3911.60,0.0,,
,00:23:39,139,4.8,12:27,94,734,,3911.80,0.0,,
,00:23:40,139,5.2,11:35,83,734,,3912.50,0.0,,
,00:23:41,139,8.0,07:29,81,734,,3913.50,0.0,,
,00:23:42,139,9.6,06:15,80,734,,3916.20,0.0,,
,00:23:43,139,10.5,05:42,80,734,,3919.40,0.0,,
,00:23:44,139,10.4,05:45,80,735,,3923.10,0.0,,
,00:23:45,139,10.2,05:52,80,735,,3926.50,0.0,,
,00:23:46,139,9.6,06:15,80,735,,3929.80,0.0,,
,00:23:47,139,9.2,06:30,81,735,,3932.80,0.0,,
,00:23:48,139,8.8,06:50,81,735,,3935.80,0.0,,
,00:23:49,139,8.3,07:15,81,735,,3938.20,0.0,,
,00:23:50,140,8.0,07:33,81,735,,3940.60,0.0,,
,00:23:51,138,7.8,07:40,81,736,,3942.60,0.0,,
,00:23:52,137,8.0,07:32,81,736,,3944.20,0.0,,
,00:23:53,137,8.4,07:11,80,736,,3946.20,0.0,,
,00:23:54,136,9.0,06:39,80,736,,3948.40,0.0,,
,00:23:55,135,9.4,06:24,80,736,,3951.20,0.0,,
,00:23:56,136,11.9,05:03,80,736,,3954.50,0.0,,
,00:23:57,136,12.2,04:56,80,737,,3958.70,0.0,,
,00:23:58,136,12.3,04:54,80,737,,3962.50,0.0,,
,00:23:59,136,12.2,04:56,81,737,,3966.00,0.0,,
,00:24:00,135,12.1,04:59,81,737,,3969.80,0.0,,
,00:24:01,133,11.9,05:04,81,737,,3973.60,0.0,,
,00:24:02,133,11.7,05:09,81,737,,3977.20,0.0,,
,00:24:03,133,11.6,05:12,81,737,,3980.10,0.0,,
,00:24:04,132,11.6,05:11,80,738,,3982.90,0.0,,
,00:24:05,132,11.8,05:06,80,738,,3986.10,0.0,,
,00:24:06,131,12.1,04:57,80,738,,3989.70,0.0,,
,00:24:07,131,12.6,04:45,81,738,,3993.90,0.0,,
