Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Dominic Vogt,RUNNING,16/09/2021,09:34:58,01:20:02,14.22,140,10.7,16.8,05:38,03:34,1133,37,80,,72,159,236,229,,,,188.0,74.0,201,55,72,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
1,00:00:00,95,3.9,15:16,0,0,,0.20,0.0,,
,00:00:01,94,3.9,15:16,0,0,,0.30,0.0,,
,00:00:02,94,4.9,12:16,0,0,,4.97,0.0,,
,00:00:03,92,4.8,12:28,0,0,,8.80,0.0,,
,00:00:04,92,4.7,12:39,0,0,,11.60,0.0,,
,00:00:05,91,4.6,13:08,0,0,,12.90,0.0,,
,00:00:06,90,4.6,13:08,59,0,,14.20,0.0,,
,00:00:07,90,7.4,08:07,69,0,,17.30,0.0,,
,00:00:08,90,9.4,06:24,74,0,,17.60,0.0,,
,00:00:09,90,1.5,39:44,78,0,,17.60,0.0,,
,00:00:10,91,2.7,22:33,80,0,,17.60,0.0,,
,00:00:11,92,3.8,15:45,81,0,,17.60,0.0,,
,00:00:12,92,5.0,12:06,80,0,,17.60,0.0,,
,00:00:13,92,6.1,09:49,80,0,,17.60,0.0,,
,00:00:14,91,6.1,09:49,80,0,,17.60,0.0,,
,00:00:15,93,6.4,09:25,80,0,,22.27,0.0,,
,00:00:16,94,6.6,09:03,80,0,,26.94,0.0,,
,00:00:17,96,6.9,08:42,80,0,,27.60,0.0,,
,00:00:18,96,7.2,08:23,79,0,,29.30,0.0,,
,00:00:19,98,7.2,08:23,78,0,,29.30,0.0,,
,00:00:20,99,7.2,08:23,78,0,,29.30,0.0,,
,00:00:21,103,7.2,08:23,78,0,,29.30,0.0,,
,00:00:22,106,6.9,08:42,79,0,,29.40,0.0,,
,00:00:23,106,6.6,09:03,79,0,,30.50,0.0,,
,00:00:24,107,6.1,09:53,79,0,,31.40,0.0,,
,00:00:25,108,5.6,10:39,79,0,,32.60,0.0,,
,00:00:26,111,5.3,11:24,79,0,,34.90,0.0,,
,00:00:27,111,5.2,11:39,79,0,,37.80,0.0,,
,00:00:28,111,5.0,11:54,80,0,,42.47,0.0,,
,00:00:29,112,5.0,12:00,81,0,,47.14,0.0,,
,00:00:30,113,5.0,12:06,84,0,,51.81,0.0,,
,00:00:31,118,5.0,12:06,85,0,,56.48,0.0,,
,00:00:32,121,5.0,12:06,86,0,,61.15,0.0,,
,00:00:33,121,5.0,12:06,85,0,,65.82,0.0,,
,00:00:34,123,5.1,11:50,82,0,,70.49,0.0,,
,00:00:35,125,5.2,11:34,81,0,,74.20,0.0,,
,00:00:36,128,5.2,11:34,80,0,,75.20,0.0,,
,00:00:37,129,5.2,11:39,81,0,,75.20,0.0,,
,00:00:38,129,5.1,11:45,81,0,,75.20,0.0,,
,00:00:39,130,5.1,11:50,81,0,,75.20,0.0,,
,00:00:40,132,5.0,11:56,81,0,,75.20,0.0,,
,00:00:41,135,5.4,11:02,80,0,,75.40,0.0,,
,00:00:42,136,6.2,09:39,81,0,,77.10,0.0,,
,00:00:43,136,7.1,08:24,80,0,,79.60,0.0,,
,00:00:44,137,8.1,07:26,80,0,,82.30,0.0,,
,00:00:45,138,9.0,06:40,80,0,,85.20,0.0,,
,00:00:46,139,9.0,06:39,80,0,,88.50,0.0,,
,00:00:47,140,8.7,06:54,80,0,,93.10,0.0,,
,00:00:48,140,8.2,07:18,80,0,,97.70,0.0,,
,00:00:49,141,7.7,07:45,80,0,,102.00,0.0,,
,00:00:50,141,8.0,07:29,80,0,,106.30,0.0,,
,00:00:51,142,8.2,07:19,80,0,,110.10,0.0,,
,00:00:52,142,8.3,07:12,80,0,,113.60,0.0,,
,00:00:53,142,8.5,07:06,80,0,,117.20,0.0,,
,00:00:54,142,8.6,06:59,80,0,,120.70,0.0,,
,00:00:55,141,8.7,06:52,80,0,,123.60,0.0,,
,00:00:56,142,8.9,06:44,80,0,,125.70,0.0,,
,00:00:57,143,9.0,06:38,80,0,,128.20,0.0,,
,00:00:58,143,9.2,06:32,80,0,,131.60,0.0,,
,00:00:59,143,9.3,06:25,81,0,,135.10,0.0,,
,00:01:00,144,9.5,06:19,81,0,,139.10,0.0,,
,00:01:01,145,9.7,06:11,81,0,,143.10,0.0,,
,00:01:02,146,10.2,05:55,81,725,,146.90,0.0,,
,00:01:03,146,10.6,05:40,81,725,,150.80,0.0,,
,00:01:04,147,11.2,05:23,80,725,,155.20,0.0,,
,00:01:05,147,12.5,04:49,80,725,,159.87,0.0,,
,00:01:06,149,12.6,04:47,80,725,,164.54,0.0,,
,00:01:07,150,12.7,04:44,79,725,,168.20,0.0,,
,00:01:08,150,12.7,04:43,78,725,,171.50,0.0,,
,00:01:09,151,12.3,04:52,78,725,,174.10,0.0,,
,00:01:10,152,12.3,04:53,78,725,,176.30,0.0,,
,00:01:11,153,12.2,04:56,79,724,,178.30,0.0,,
,00:01:12,154,12.0,05:01,79,724,,179.90,0.0,,
,00:01:13,154,11.8,05:06,79,724,,181.20,0.0,,
,00:01:14,155,11.6,05:10,79,724,,182.40,0.0,,
,00:01:15,156,11.5,05:14,79,724,,183.90,0.0,,
,00:01:16,157,11.3,05:18,79,724,,186.30,0.0,,
,00:01:17,157,11.2,05:20,78,724,,188.90,0.0,,
,00:01:18,157,11.2,05:23,79,723,,191.40,0.0,,
,00:01:19,157,11.1,05:25,79,723,,194.20,0.0,,
,00:01:20,157,11.0,05:26,79,723,,197.50,0.0,,
,00:01:21,157,11.0,05:28,79,723,,200.60,0.0,,
,00:01:22,157,10.9,05:30,79,723,,203.50,0.0,,
,00:01:23,157,10.9,05:31,79,723,,205.80,0.0,,
,00:01:24,157,10.8,05:33,79,723,,208.50,0.0,,
,00:01:25,157,10.8,05:35,79,723,,210.90,0.0,,
,00:01:26,157,10.7,05:36,79,723,,213.30,0.0,,
,00:01:27,157,10.6,05:38,79,723,,215.60,0.0,,
,00:01:28,157,6.9,08:42,79,723,,216.80,0.0,,
,00:01:29,157,5.6,10:46,79,723,,217.80,0.0,,
,00:01:30,157,6.1,09:53,79,723,,219.20,0.0,,
,00:01:31,156,6.4,09:20,78,723,,221.00,0.0,,
,00:01:32,156,7.1,08:28,79,722,,222.90,0.0,,
,00:01:33,156,7.7,07:47,79,722,,224.80,0.0,,
,00:01:34,155,8.2,07:17,79,722,,226.60,0.0,,
,00:01:35,154,8.5,07:03,79,722,,228.90,0.0,,
,00:01:36,152,8.6,07:00,79,722,,231.40,0.0,,
,00:01:37,151,8.5,07:03,79,722,,234.20,0.0,,
,00:01:38,151,8.4,07:07,79,722,,237.10,0.0,,
,00:01:39,151,8.4,07:09,79,722,,239.70,0.0,,
,00:01:40,151,8.5,07:05,79,722,,242.10,0.0,,
,00:01:41,150,8.7,06:52,79,722,,244.60,0.0,,
,00:01:42,150,9.1,06:38,79,722,,247.30,0.0,,
,00:01:43,150,9.5,06:19,79,722,,250.10,0.0,,
,00:01:44,151,10.0,06:01,79,722,,253.20,0.0,,
,00:01:45,151,10.5,05:44,79,722,,256.50,0.0,,
,00:01:46,152,10.9,05:30,79,722,,260.20,0.0,,
,00:01:47,152,11.0,05:29,79,722,,264.10,0.0,,
,00:01:48,152,11.0,05:27,79,722,,267.90,0.0,,
,00:01:49,152,11.1,05:25,79,721,,271.50,0.0,,
,00:01:50,152,11.1,05:23,79,721,,275.50,0.0,,
,00:01:51,152,11.2,05:21,79,721,,279.10,0.0,,
,00:01:52,152,11.3,05:20,79,721,,282.90,0.0,,
,00:01:53,152,11.3,05:18,79,721,,286.10,0.0,,
,00:01:54,151,11.4,05:17,78,721,,289.20,0.0,,
,00:01:55,151,11.4,05:17,78,721,,292.00,0.0,,
,00:01:56,150,11.3,05:17,78,721,,294.20,0.0,,
,00:01:57,151,10.8,05:34,78,721,,295.90,0.0,,
,00:01:58,151,6.4,09:25,79,720,,296.90,0.0,,
,00:01:59,151,5.5,10:59,78,720,,297.20,0.0,,
,00:02:00,152,6.1,09:55,79,720,,298.10,0.0,,
,00:02:01,153,7.0,08:37,79,720,,300.10,0.0,,
,00:02:02,153,7.3,08:12,79,720,,302.00,0.0,,
,00:02:03,153,7.4,08:10,79,720,,303.90,0.0,,
,00:02:04,154,7.4,08:05,79,720,,305.70,0.0,,
,00:02:05,153,7.5,07:58,79,720,,308.50,0.0,,
,00:02:06,154,7.7,07:49,79,720,,312.20,0.0,,
,00:02:07,154,7.8,07:41,79,720,,315.90,0.0,,
,00:02:08,154,7.9,07:34,79,720,,319.40,0.0,,
,00:02:09,154,8.1,07:27,79,720,,322.30,0.0,,
,00:02:10,154,8.2,07:22,79,720,,324.80,0.0,,
,00:02:11,154,8.2,07:17,79,720,,327.40,0.0,,
,00:02:12,154,8.3,07:13,79,720,,330.50,0.0,,
,00:02:13,154,8.4,07:09,78,721,,333.70,0.0,,
,00:02:14,154,8.5,07:05,78,721,,336.70,0.0,,
,00:02:15,154,8.6,06:59,78,721,,339.90,0.0,,
,00:02:16,155,8.7,06:53,79,721,,343.30,0.0,,
,00:02:17,155,8.8,06:47,79,721,,346.10,0.0,,
,00:02:18,155,9.0,06:42,79,721,,349.20,0.0,,
,00:02:19,155,9.1,06:38,79,721,,352.30,0.0,,
,00:02:20,155,9.1,06:35,78,721,,355.20,0.0,,
,00:02:21,155,9.1,06:34,79,721,,357.50,0.0,,
,00:02:22,155,9.2,06:33,78,721,,359.70,0.0,,
,00:02:23,155,9.2,06:33,78,721,,361.90,0.0,,
,00:02:24,155,9.2,06:32,79,721,,364.50,0.0,,
,00:02:25,155,9.2,06:31,78,721,,366.90,0.0,,
,00:02:26,155,9.2,06:30,78,721,,369.90,0.0,,
,00:02:27,155,9.3,06:28,78,721,,372.60,0.0,,
,00:02:28,155,9.3,06:26,78,721,,374.90,0.0,,
,00:02:29,155,9.4,06:25,78,721,,377.30,0.0,,
,00:02:30,155,9.4,06:25,78,721,,379.50,0.0,,
,00:02:31,154,8.8,06:51,78,721,,381.90,0.0,,
,00:02:32,154,8.6,06:57,78,721,,384.40,0.0,,
,00:02:33,154,8.8,06:50,78,721,,386.30,0.0,,
,00:02:34,155,9.2,06:33,79,721,,388.60,0.0,,
,00:02:35,155,9.6,06:15,79,721,,391.30,0.0,,
,00:02:36,155,10.1,05:55,79,721,,394.10,0.0,,
,00:02:37,155,10.6,05:41,79,721,,397.60,0.0,,
,00:02:38,155,11.1,05:25,79,721,,400.80,0.0,,
,00:02:39,155,12.2,04:56,79,721,,404.90,0.0,,
,00:02:40,155,12.9,04:39,79,721,,409.10,0.0,,
,00:02:41,155,12.8,04:42,79,721,,412.90,0.0,,
,00:02:42,155,13.0,04:38,79,721,,416.70,0.0,,
,00:02:43,155,12.7,04:43,79,721,,420.50,0.0,,
,00:02:44,155,12.8,04:42,79,722,,424.10,0.0,,
,00:02:45,155,12.9,04:40,78,722,,428.10,0.0,,
,00:02:46,155,12.9,04:38,78,722,,431.90,0.0,,
,00:02:47,155,13.1,04:35,78,722,,435.80,0.0,,
,00:02:48,155,13.2,04:34,78,722,,439.40,0.0,,
,00:02:49,155,13.2,04:33,78,722,,442.90,0.0,,
,00:02:50,156,13.1,04:36,79,722,,446.50,0.0,,
,00:02:51,156,12.9,04:39,79,722,,449.70,0.0,,
,00:02:52,156,12.7,04:43,79,722,,453.00,0.0,,
,00:02:53,156,12.5,04:49,80,722,,456.20,0.0,,
,00:02:54,156,12.2,04:55,81,722,,458.80,0.0,,
,00:02:55,156,12.0,05:01,80,723,,461.20,0.0,,
,00:02:56,156,11.7,05:08,80,723,,463.60,0.0,,
,00:02:57,156,11.2,05:20,80,723,,465.30,0.0,,
,00:02:58,156,10.7,05:36,80,723,,466.80,0.0,,
,00:02:59,156,6.9,08:40,79,723,,467.70,0.0,,
,00:03:00,156,6.7,08:55,78,723,,469.10,0.0,,
,00:03:01,156,6.3,09:36,79,723,,469.80,0.0,,
,00:03:02,156,5.8,10:21,79,723,,470.50,0.0,,
,00:03:03,156,5.4,11:05,79,723,,471.20,0.0,,
,00:03:04,156,5.2,11:36,79,723,,471.60,0.0,,
,00:03:05,156,5.1,11:49,78,724,,472.20,0.0,,
,00:03:06,156,5.1,11:49,78,724,,473.10,0.0,,
,00:03:07,156,5.2,11:32,78,724,,474.60,0.0,,
,00:03:08,156,5.4,11:12,78,724,,476.30,0.0,,
,00:03:09,156,5.6,10:43,78,724,,477.80,0.0,,
,00:03:10,157,6.0,10:05,78,725,,480.10,0.0,,
,00:03:11,157,6.4,09:25,78,725,,483.00,0.0,,
,00:03:12,157,9.4,06:21,78,725,,486.30,0.0,,
,00:03:13,157,10.6,05:41,78,725,,489.80,0.0,,
,00:03:14,157,10.9,05:31,78,725,,493.20,0.0,,
,00:03:15,157,10.7,05:36,78,725,,496.80,0.0,,
,00:03:16,157,10.7,05:36,78,725,,499.70,0.0,,
,00:03:17,157,10.8,05:34,78,725,,502.90,0.0,,
,00:03:18,157,10.7,05:36,78,726,,506.90,0.0,,
,00:03:19,157,10.7,05:37,78,726,,510.00,0.0,,
,00:03:20,157,10.7,05:36,78,726,,512.80,0.0,,
,00:03:21,156,10.7,05:36,78,726,,515.60,0.0,,
,00:03:22,156,10.6,05:40,78,726,,518.40,0.0,,
,00:03:23,156,10.6,05:41,78,726,,520.90,0.0,,
,00:03:24,156,10.5,05:44,78,726,,523.60,0.0,,
,00:03:25,156,10.5,05:44,78,726,,526.60,0.0,,
,00:03:26,156,10.4,05:45,78,727,,529.40,0.0,,
,00:03:27,156,10.4,05:45,78,727,,531.90,0.0,,
,00:03:28,156,10.4,05:47,77,727,,534.70,0.0,,
,00:03:29,156,10.4,05:48,77,727,,537.20,0.0,,
,00:03:30,156,10.3,05:49,77,727,,539.90,0.0,,
,00:03:31,156,10.3,05:51,77,727,,542.60,0.0,,
,00:03:32,156,10.3,05:51,77,728,,545.20,0.0,,
,00:03:33,156,10.3,05:51,77,728,,547.90,0.0,,
,00:03:34,155,10.3,05:51,78,728,,550.80,0.0,,
,00:03:35,155,10.3,05:50,79,728,,553.60,0.0,,
,00:03:36,155,10.4,05:48,79,728,,556.80,0.0,,
,00:03:37,155,10.4,05:46,79,728,,560.00,0.0,,
,00:03:38,155,10.5,05:44,79,728,,563.20,0.0,,
,00:03:39,155,10.5,05:43,79,728,,566.60,0.0,,
,00:03:40,155,10.7,05:38,79,728,,569.90,0.0,,
,00:03:41,154,10.9,05:31,79,728,,573.60,0.0,,
,00:03:42,154,11.1,05:24,79,728,,577.40,0.0,,
,00:03:43,154,11.5,05:14,79,728,,580.60,0.0,,
,00:03:44,154,11.6,05:10,78,728,,584.00,0.0,,
,00:03:45,155,11.7,05:09,78,728,,587.40,0.0,,
,00:03:46,155,11.5,05:12,78,728,,590.40,0.0,,
,00:03:47,155,11.4,05:15,78,728,,593.50,0.0,,
,00:03:48,155,11.3,05:19,78,729,,596.40,0.0,,
,00:03:49,155,11.2,05:22,78,729,,599.20,0.0,,
,00:03:50,155,11.1,05:24,78,729,,601.80,0.0,,
,00:03:51,155,11.0,05:26,78,729,,604.10,0.0,,
,00:03:52,155,11.0,05:26,78,729,,606.80,0.0,,
,00:03:53,155,11.0,05:28,79,729,,609.80,0.0,,
,00:03:54,155,10.9,05:30,79,729,,612.40,0.0,,
,00:03:55,155,10.8,05:33,79,729,,615.30,0.0,,
,00:03:56,155,10.8,05:33,79,729,,618.00,0.0,,
,00:03:57,155,10.8,05:33,79,729,,621.10,0.0,,
,00:03:58,155,10.8,05:32,79,729,,624.20,0.0,,
,00:03:59,155,10.9,05:30,79,730,,627.20,0.0,,
,00:04:00,155,11.0,05:27,79,730,,630.50,0.0,,
,00:04:01,155,11.0,05:27,78,730,,633.80,0.0,,
,00:04:02,155,11.0,05:28,79,730,,636.30,0.0,,
,00:04:03,155,10.9,05:29,79,730,,639.10,0.0,,
,00:04:04,155,10.8,05:32,79,730,,641.70,0.0,,
,00:04:05,155,10.7,05:36,79,730,,644.40,0.0,,
,00:04:06,155,10.6,05:40,79,730,,646.10,0.0,,
,00:04:07,155,10.5,05:44,79,730,,648.20,0.0,,
,00:04:08,155,10.4,05:48,79,731,,650.10,0.0,,
,00:04:09,155,10.1,05:56,78,731,,651.90,0.0,,
,00:04:10,155,9.9,06:02,79,731,,653.70,0.0,,
,00:04:11,156,9.8,06:08,79,731,,656.00,0.0,,
,00:04:12,156,9.7,06:12,79,731,,658.30,0.0,,
,00:04:13,156,9.6,06:16,79,731,,660.90,0.0,,
,00:04:14,156,9.6,06:16,79,731,,663.50,0.0,,
,00:04:15,156,9.6,06:14,79,732,,666.40,0.0,,
,00:04:16,156,9.7,06:12,78,732,,669.20,0.0,,
,00:04:17,156,9.7,06:10,78,732,,672.20,0.0,,
,00:04:18,156,9.8,06:08,78,732,,675.20,0.0,,
,00:04:19,156,9.9,06:05,78,732,,678.30,0.0,,
,00:04:20,156,9.9,06:04,78,732,,681.40,0.0,,
,00:04:21,156,10.0,06:01,78,732,,684.30,0.0,,
,00:04:22,156,10.3,05:50,78,732,,687.30,0.0,,
,00:04:23,156,10.6,05:41,78,733,,690.90,0.0,,
,00:04:24,156,10.8,05:34,78,733,,694.00,0.0,,
,00:04:25,156,11.0,05:29,78,733,,697.10,0.0,,
,00:04:26,157,11.1,05:26,79,733,,700.20,0.0,,
,00:04:27,157,11.0,05:28,79,733,,703.30,0.0,,
,00:04:28,157,10.9,05:31,79,733,,706.20,0.0,,
,00:04:29,157,10.8,05:34,79,733,,709.10,0.0,,
,00:04:30,157,10.7,05:37,79,734,,711.90,0.0,,
,00:04:31,156,10.6,05:39,79,734,,714.60,0.0,,
,00:04:32,156,10.7,05:38,78,734,,717.30,0.0,,
,00:04:33,156,10.7,05:37,78,734,,720.40,0.0,,
,00:04:34,156,10.7,05:36,79,734,,723.50,0.0,,
,00:04:35,156,10.8,05:34,79,734,,726.40,0.0,,
,00:04:36,156,10.8,05:33,79,734,,729.20,0.0,,
,00:04:37,155,10.9,05:31,79,735,,732.70,0.0,,
,00:04:38,155,11.0,05:28,79,735,,736.40,0.0,,
,00:04:39,156,11.1,05:25,79,735,,740.50,0.0,,
,00:04:40,156,11.2,05:22,79,735,,743.90,0.0,,
,00:04:41,156,11.3,05:19,79,735,,747.10,0.0,,
,00:04:42,156,11.5,05:14,79,735,,750.90,0.0,,
,00:04:43,156,11.6,05:11,79,735,,754.80,0.0,,
,00:04:44,156,11.7,05:08,79,735,,758.40,0.0,,
,00:04:45,156,11.8,05:05,79,736,,761.90,0.0,,
,00:04:46,155,11.8,05:05,79,736,,765.40,0.0,,
,00:04:47,155,11.7,05:07,79,736,,768.30,0.0,,
,00:04:48,155,11.7,05:09,79,736,,770.80,0.0,,
,00:04:49,155,11.6,05:11,79,736,,773.80,0.0,,
,00:04:50,155,11.4,05:15,79,736,,776.80,0.0,,
,00:04:51,156,11.2,05:20,79,736,,778.90,0.0,,
,00:04:52,156,10.9,05:30,79,737,,780.90,0.0,,
,00:04:53,156,10.2,05:54,79,737,,783.00,0.0,,
,00:04:54,156,9.5,06:19,79,737,,785.00,0.0,,
,00:04:55,156,9.1,06:35,79,737,,786.80,0.0,,
,00:04:56,156,9.1,06:37,79,737,,788.90,0.0,,
,00:04:57,156,9.0,06:40,79,737,,791.00,0.0,,
,00:04:58,156,8.9,06:43,79,737,,793.30,0.0,,
,00:04:59,156,8.9,06:44,79,737,,795.30,0.0,,
,00:05:00,156,8.9,06:45,79,737,,797.60,0.0,,
,00:05:01,155,9.0,06:42,79,737,,800.30,0.0,,
,00:05:02,155,9.0,06:40,79,737,,803.30,0.0,,
,00:05:03,155,9.1,06:36,79,737,,805.90,0.0,,
,00:05:04,155,9.3,06:26,79,737,,809.00,0.0,,
,00:05:05,155,9.6,06:17,78,737,,812.50,0.0,,
,00:05:06,155,9.7,06:12,78,738,,815.40,0.0,,
,00:05:07,155,9.9,06:03,78,738,,818.20,0.0,,
,00:05:08,156,10.0,05:59,78,738,,821.20,0.0,,
,00:05:09,156,9.9,06:02,78,738,,824.30,0.0,,
,00:05:10,156,10.0,06:00,79,738,,827.20,0.0,,
,00:05:11,156,10.2,05:54,78,738,,830.30,0.0,,
,00:05:12,156,10.3,05:50,79,738,,833.70,0.0,,
,00:05:13,156,10.4,05:46,79,738,,836.30,0.0,,
,00:05:14,156,10.5,05:43,79,738,,838.80,0.0,,
,00:05:15,156,10.5,05:42,79,738,,842.10,0.0,,
,00:05:16,156,10.5,05:42,79,738,,845.30,0.0,,
,00:05:17,156,10.5,05:42,79,738,,848.60,0.0,,
,00:05:18,156,10.6,05:41,79,738,,851.70,0.0,,
,00:05:19,156,10.6,05:39,79,738,,854.80,0.0,,
,00:05:20,156,10.6,05:38,79,738,,857.50,0.0,,
,00:05:21,155,10.6,05:40,79,738,,860.10,0.0,,
,00:05:22,153,10.5,05:44,79,738,,862.90,0.0,,
,00:05:23,152,10.3,05:48,79,738,,865.40,0.0,,
,00:05:24,152,10.2,05:53,79,738,,867.80,0.0,,
,00:05:25,152,10.1,05:57,79,738,,870.20,0.0,,
,00:05:26,153,10.0,05:59,79,738,,872.70,0.0,,
,00:05:27,153,9.9,06:03,79,738,,875.20,0.0,,
,00:05:28,153,9.8,06:08,79,738,,877.20,0.0,,
,00:05:29,153,9.7,06:10,79,738,,879.30,0.0,,
,00:05:30,153,9.8,06:07,79,738,,882.00,0.0,,
,00:05:31,154,9.9,06:05,79,738,,885.00,0.0,,
,00:05:32,154,9.9,06:05,79,738,,888.10,0.0,,
,00:05:33,154,9.8,06:07,79,739,,890.40,0.0,,
,00:05:34,154,9.7,06:12,79,739,,892.50,0.0,,
,00:05:35,154,9.5,06:19,79,739,,894.60,0.0,,
,00:05:36,154,9.3,06:28,79,739,,897.00,0.0,,
,00:05:37,155,9.2,06:33,78,739,,899.50,0.0,,
,00:05:38,155,9.2,06:33,78,739,,901.90,0.0,,
,00:05:39,155,9.2,06:32,79,739,,904.30,0.0,,
,00:05:40,155,9.3,06:29,78,739,,906.70,0.0,,
,00:05:41,155,9.3,06:27,79,739,,909.20,0.0,,
,00:05:42,155,9.4,06:24,78,739,,912.10,0.0,,
,00:05:43,155,9.4,06:24,78,739,,915.30,0.0,,
,00:05:44,155,9.3,06:27,78,739,,917.80,0.0,,
,00:05:45,155,8.1,07:26,78,739,,920.20,0.0,,
,00:05:46,155,8.2,07:17,79,739,,922.60,0.0,,
,00:05:47,155,8.3,07:14,79,739,,925.20,0.0,,
,00:05:48,155,8.5,07:05,79,739,,927.50,0.0,,
,00:05:49,155,9.0,06:42,78,739,,929.90,0.0,,
,00:05:50,156,9.0,06:42,78,739,,932.40,0.0,,
,00:05:51,156,9.0,06:41,78,739,,934.80,0.0,,
,00:05:52,156,9.0,06:39,78,739,,937.20,0.0,,
,00:05:53,156,9.1,06:37,78,739,,939.80,0.0,,
,00:05:54,156,9.1,06:37,79,739,,942.30,0.0,,
,00:05:55,156,9.1,06:38,79,739,,944.60,0.0,,
,00:05:56,155,9.0,06:40,79,739,,946.40,0.0,,
,00:05:57,155,8.9,06:43,79,739,,948.00,0.0,,
,00:05:58,155,8.9,06:46,79,739,,949.60,0.0,,
,00:05:59,155,8.8,06:50,79,739,,951.10,0.0,,
,00:06:00,155,8.7,06:54,79,739,,952.80,0.0,,
,00:06:01,155,8.6,06:58,79,739,,954.30,0.0,,
,00:06:02,155,8.5,07:03,78,739,,955.80,0.0,,
,00:06:03,155,8.4,07:08,79,739,,957.10,0.0,,
,00:06:04,155,8.3,07:13,78,739,,958.80,0.0,,
,00:06:05,155,8.2,07:18,78,739,,960.70,0.0,,
,00:06:06,155,8.2,07:18,78,739,,962.80,0.0,,
,00:06:07,155,8.2,07:21,78,739,,965.00,0.0,,
,00:06:08,156,8.1,07:24,78,739,,967.00,0.0,,
,00:06:09,156,8.1,07:26,79,739,,968.90,0.0,,
,00:06:10,156,8.1,07:26,79,739,,971.10,0.0,,
,00:06:11,156,8.1,07:27,79,739,,973.70,0.0,,
,00:06:12,156,9.4,06:23,79,739,,976.50,0.0,,
,00:06:13,156,10.5,05:44,79,739,,979.50,0.0,,
,00:06:14,156,11.5,05:13,79,739,,982.80,0.0,,
,00:06:15,156,12.3,04:53,79,739,,986.00,0.0,,
,00:06:16,156,12.5,04:48,79,739,,989.60,0.0,,
,00:06:17,156,13.5,04:27,79,739,,993.80,0.0,,
,00:06:18,156,14.4,04:10,79,739,,998.47,0.0,,
,00:06:19,156,14.6,04:06,79,740,,1003.14,0.0,,
,00:06:20,156,14.7,04:05,79,740,,1007.81,0.0,,
,00:06:21,156,14.6,04:06,79,740,,1012.48,0.0,,
,00:06:22,156,14.5,04:09,78,740,,1017.15,0.0,,
,00:06:23,156,14.2,04:13,79,740,,1021.30,0.0,,
,00:06:24,156,13.9,04:19,78,740,,1024.80,0.0,,
,00:06:25,156,13.6,04:26,77,740,,1028.00,0.0,,
,00:06:26,156,13.2,04:33,77,740,,1030.80,0.0,,
,00:06:27,157,12.7,04:43,77,740,,1032.80,0.0,,
,00:06:28,157,12.2,04:55,75,740,,1034.40,0.0,,
,00:06:29,157,7.7,07:46,75,741,,1035.30,0.0,,
,00:06:30,156,5.8,10:25,74,741,,1036.30,0.0,,
,00:06:31,156,5.1,11:43,74,741,,1037.10,0.0,,
,00:06:32,156,0.0,00:00,73,741,,1037.10,0.0,,
,00:06:33,155,0.0,00:00,73,741,,1037.10,0.0,,
,00:06:34,155,0.0,00:00,73,741,,1037.10,0.0,,
,00:06:35,155,0.0,00:00,73,741,,1037.10,0.0,,
,00:06:36,155,0.0,00:00,73,741,,1037.10,0.0,,
,00:06:37,154,0.0,00:00,73,741,,1037.10,0.0,,
,00:06:38,152,0.3,176:28,73,741,,1037.10,0.0,,
,00:06:39,152,0.0,00:00,71,741,,1037.10,0.0,,
,00:06:40,151,0.0,00:00,70,741,,1037.10,0.0,,
,00:06:41,151,0.0,00:00,70,741,,1037.10,0.0,,
,00:06:42,151,0.0,00:00,70,741,,1037.10,0.0,,
,00:06:43,151,0.0,00:00,70,741,,1037.10,0.0,,
,00:06:44,151,0.0,00:00,70,741,,1037.10,0.0,,
,00:06:45,151,0.0,00:00,70,741,,1037.10,0.0,,
,00:06:46,152,0.0,00:00,70,741,,1037.10,0.0,,
,00:06:47,151,0.0,00:00,69,741,,1037.10,0.0,,
,00:06:48,151,0.0,00:00,69,741,,1037.10,0.0,,
,00:06:49,151,0.0,00:00,69,741,,1037.10,0.0,,
,00:06:50,151,0.0,00:00,67,741,,1037.10,0.0,,
,00:06:51,144,0.0,00:00,67,741,,1037.10,0.0,,
,00:06:52,142,0.0,00:00,67,741,,1037.10,0.0,,
,00:06:53,140,0.0,00:00,67,740,,1037.10,0.0,,
,00:06:54,140,0.0,00:00,68,740,,1037.10,0.0,,
,00:06:55,139,0.0,00:00,74,740,,1037.10,0.0,,
,00:06:56,137,0.0,00:00,78,740,,1037.10,0.0,,
,00:06:57,136,5.7,10:36,79,740,,1037.20,0.0,,
,00:06:58,136,8.0,07:33,79,740,,1037.40,0.0,,
,00:06:59,136,8.7,06:52,79,739,,1037.40,0.0,,
,00:07:00,136,8.8,06:47,79,739,,1039.00,0.0,,
,00:07:01,136,8.8,06:49,79,739,,1043.10,0.0,,
,00:07:02,136,8.7,06:53,78,739,,1047.50,0.0,,
,00:07:03,137,8.8,06:50,79,739,,1052.17,0.0,,
,00:07:04,137,9.0,06:41,79,739,,1056.84,0.0,,
